,COUNTY,AVG_COVID_COUNT,AVG_COVID_PERCENT,COVID_SPREAD_PCT,COVID_AVG_PCT_RANK,COVID_SPREAD_RANK,COVID_LIV_SCORE,2017 % Housing Change,2018 % Housing Change,2019 % Housing Change,2020 % Housing Change,2021 % Housing Change,2022 % Housing Change,HOUSING_PCT_CHNG,Current Housing Value,Housing Score,AVG_OFFENCE_COUNT,Offense Count,OFFENSE_PCT,SAFETY_ISSUE_RANK,SAFETY_LINDEX,LIVABILITY_GRADE
43,Collingsworth,14.291666666666666,1.8116399352632235,-7.303370786516849,0.1653543307086614,0.4251968503937008,3.5,0.004372551485812,-0.0131321102464065,-0.027094819052884,0.0631098551416112,0.079948443611117,-0.011213186974229,0.1658281495467843,62036.11240433482,1.0,3.0,6.0,0.009472387989012,0.1535433070866141,4,2.83
44,Colorado,101.58333333333331,12.876904262891363,-7.272727272727275,0.547244094488189,0.4291338582677165,2.5,0.0693712938054305,0.0319344556370749,0.0838577240923453,0.1123356727213766,0.2221033601811207,-0.0376915867896575,0.7336907526222097,190528.65174504067,4.0,31.0,93.0,0.1468220138296865,0.6653543307086615,2,2.83
45,Comal,1005.875,127.50670459822004,-0.0248508946322112,0.8976377952755905,0.5078740157480315,1.5,0.0404109193318291,0.0354166557187186,0.0611401217913335,0.1050886520718893,0.2249767447695057,0.1107918483328891,0.7102151722296511,478869.1032608035,4.0,81.0,241.0,0.3804742508919831,0.8070866141732284,1,2.17
46,Comanche,74.79166666666667,9.480739602908123,-20.858283433133728,0.4645669291338583,0.2401574803149606,3.5,0.0673282586978452,0.0298655486148246,0.0771661780072086,0.1140536658287804,0.2802624735084771,0.0612852076820262,0.8811307077876424,158304.55979942993,5.0,14.0,42.0,0.0663067159230842,0.4763779527559055,3,3.83
47,Concho,17.166666666666668,2.176080621948828,-50.18181818181818,0.1850393700787401,0.0236220472440944,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.020523507309526,0.265748031496063,4,2.83
48,Cooke,180.375,22.864691777709893,-5.087798289058987,0.655511811023622,0.4566929133858268,2.5,0.0866063647348072,0.0679803224340071,0.0819139915877665,0.1038714203412042,0.2032024290381784,0.0823239210606414,0.8462995901273264,289316.9326417648,5.0,58.0,230.0,0.3631082062454611,0.8011811023622047,1,2.83
49,Coryell,493.1666666666667,62.514782139287206,-17.43020206694431,0.8346456692913385,0.3031496062992126,2.0,0.0466285711569195,0.0813936536434685,0.0679408018483711,0.1465900030067344,0.2074403730388569,0.1369841983353568,0.9414860025935438,218263.22318221827,5.0,89.0,265.0,0.4183638028480314,0.8149606299212598,1,2.67
50,Cottle,7.625,0.9665600820792124,3.333333333333344,0.0984251968503937,0.5984251968503937,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.003157462663004,0.0649606299212598,5,2.83
51,Crane,14.833333333333334,1.8803026733344244,-12.631578947368416,0.1692913385826771,0.358267716535433,3.5,0.1075383656592356,0.0999013106249589,0.0809209519706891,0.0720429505279524,0.1729368911535024,-0.0014519497111917,0.6890109953394927,142549.2969277528,4.0,5.0,9.0,0.014208581983518,0.2125984251968504,4,3.83
52,Crockett,4.666666666666667,0.5915558972288076,0.0,0.0570866141732283,0.5118110236220472,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.009472387989012,0.1535433070866141,4,2.5
53,Crosby,27.75,3.5176448888784453,1.818181818181808,0.2755905511811024,0.5590551181102362,3.0,0.0360501005885611,0.1155771775315382,0.0361073676166751,0.0515403150632236,0.0327475940537009,-0.1162639274769327,0.2524030550228818,63657.57807115106,1.0,3.0,9.0,0.014208581983518,0.2125984251968504,4,2.67
54,Culberson,10.75,1.3626912632592176,1.5625,0.1200787401574803,0.5551181102362205,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.006314925326008,0.108267716535433,4,2.33
55,Dallam,32.333333333333336,4.098637287942453,-23.636363636363637,0.2913385826771653,0.2165354330708661,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.009472387989012,0.1535433070866141,4,2.67
56,Dallas,16760.833333333332,2124.6363858862514,3.958910082849121,0.9921259842519684,0.6023622047244095,1.5,0.055855510312355,0.0936087777484388,0.0454702621000491,0.0819003497192523,0.1376697611822597,0.1307722896774381,0.6897057680482247,396624.21920519,4.0,1051.0,4201.0,6.632250323639923,0.9881889763779528,1,2.17
57,Dawson,26.95833333333333,3.417291656312844,-17.231638418079097,0.2716535433070866,0.3110236220472441,3.5,0.0395114873701821,0.0032033082234276,0.102588085058568,0.1706582962194535,0.0193616569545282,-0.0991846534505246,0.3572664022445676,69586.47605543777,1.0,21.0,61.0,0.0963026112216223,0.5728346456692913,2,2.17
58,DeWitt,133.41666666666666,16.912160561845017,21.898821898821907,0.5905511811023622,0.7874015748031497,1.5,0.0049552010296701,0.0880997806676623,0.0986272616353107,0.0513040016204286,0.1766297225012895,-0.0021694072759844,0.5757883346862817,157294.68730117028,3.0,0.0,0.0,0.0,0.0137795275590551,5,3.17
59,Deaf Smith,93.91666666666669,11.905062431729757,58.19014891179839,0.5137795275590551,0.9212598425196852,1.5,0.0189988572787055,0.1339015889481471,0.1268745437370617,0.1375946882278479,0.1724819988587559,0.0095826428352456,0.8064890044745723,133153.57189387342,4.0,36.0,106.0,0.1673455211392125,0.6811023622047244,2,2.5
60,Delta,26.291666666666668,3.3327836709944427,-1.5723270440251569,0.2677165354330709,0.4803149606299212,3.5,0.0698537711717695,-0.00317724139686,0.1033262589626939,0.1161513318851494,0.3180875769188386,0.1356357951834947,1.0319833880452614,148742.29098302056,5.0,3.0,8.0,0.012629850652016,0.1988188976377952,4,4.17
61,Denton,7278.375,922.6212114627264,-38.238862085251,0.9763779527559056,0.0866141732283464,3.0,0.0410371909921931,0.0435067488707627,0.018585720198375,0.0726042805122966,0.1595461027983346,0.1059810547531846,0.5085264539055534,443973.9930465146,2.0,246.0,738.0,1.1651037226484795,0.9330708661417324,1,2.0
62,Dickens,5.541666666666667,0.7024726279592091,-1.49253731343284,0.0708661417322834,0.484251968503937,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.006314925326008,0.108267716535433,4,2.67
63,Dimmit,187.375,23.752025623553106,-32.638630442873094,0.6771653543307087,0.1496062992125984,3.0,-0.0138914545979491,0.029092858485092,0.0585632805541858,0.0543613191929465,0.064960585663193,-0.0413081476392849,0.2702191063328595,97583.15090934411,1.0,7.0,14.0,0.022102238641028,0.2795275590551181,4,2.67
64,Donley,12.833333333333334,1.6267787173792212,-17.751479289940832,0.1456692913385826,0.2913385826771653,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.017366044646522,0.2460629921259842,4,2.67
65,Duval,94.79166666666669,12.015979162460155,63.92111368909512,0.5236220472440944,0.9330708661417324,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.009472387989012,0.1535433070866141,4,1.83
66,Eastland,68.58333333333333,8.693758989630512,-37.51233958538993,0.437007874015748,0.0984251968503937,4.0,0.017360800931824,0.0888843304005467,0.0719926782358142,0.1019421309041937,0.2559568343048517,0.0560420882145807,0.8748233505394538,120350.19601826496,5.0,35.0,138.0,0.2178649237472767,0.75,1,3.33
67,Ector,686.9583333333334,87.08019712152992,-13.64304283938058,0.8700787401574803,0.3385826771653543,2.0,0.0244053342162655,0.1112480938697129,0.1642025762954009,0.0429221790199791,-0.0066340106671957,-0.020649980548013,0.3740734929902686,218684.0950059486,1.0,309.0,926.0,1.4619052129708563,0.952755905511811,1,1.33
68,Edwards,7.5,0.9507148348320122,64.70588235294117,0.0944881889763779,0.937007874015748,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.001578731331502,0.0413385826771653,5,2.67
69,El Paso,5689.916666666667,721.2650911943886,72.08750921516666,0.968503937007874,0.9566929133858268,1.0,0.0087523146257664,0.0324634043328355,0.0507260016549655,0.0918933256548353,0.1328034433706996,0.1147738392617186,0.5607580810344072,194372.38938864463,3.0,343.0,1372.0,2.166019386820751,0.9724409448818898,1,1.67
70,Ellis,1313.0416666666667,166.44375883367334,-10.539289364516325,0.9094488188976378,0.3818897637795275,2.0,0.0641633193385136,0.0843382359052201,0.0631631443785085,0.0979841994938979,0.2047730458186379,0.0686350026521939,0.7760415336426553,311102.60347762104,4.0,187.0,559.0,0.8825108143096209,0.8858267716535433,1,2.33
71,Erath,184.625,23.4034301841147,-12.64270613107823,0.6692913385826772,0.3543307086614173,2.5,0.0342873163472685,0.1300195416398399,0.0710296568485501,0.0927976016457709,0.2416757983903494,0.1169113486693051,0.9412430943140316,294124.63015674765,5.0,31.0,91.0,0.1436645511666824,0.6614173228346457,2,3.17
72,Falls,89.25,11.313506534500943,-0.5586592178770999,0.5078740157480315,0.5,2.0,0.032340521762565,0.1524054125317855,0.056898492912662,0.1895396104492045,0.1663952443003349,-0.0614321282236159,0.9189454931130476,102006.97126146458,5.0,20.0,59.0,0.0931451485586182,0.5590551181102362,2,3.0
73,Fannin,130.79166666666666,16.579410369653814,-35.13655462184874,0.5826771653543307,0.1220472440944882,3.0,0.0710538984691106,0.0967537300356717,0.0945760689791097,0.0977486747268565,0.236921093349061,0.1062960561139101,0.9618644335196832,252807.30322522804,5.0,39.0,115.0,0.1815541031227305,0.7047244094488189,1,3.0
74,Fayette,101.125,12.818805022984966,-18.60986547085201,0.5413385826771654,0.2677165354330709,3.0,0.0477489700820974,0.0711038574586115,0.073178166407969,0.1617136986714035,0.236884412682204,0.0944950135145701,1.014913320575045,496056.1922107698,5.0,18.0,54.0,0.0852514919011082,0.5393700787401575,2,3.33
75,Fisher,12.125,1.5369889829784198,34.677419354838705,0.1377952755905512,0.8385826771653543,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.006314925326008,0.108267716535433,4,2.17
76,Floyd,38.41666666666666,4.869772653972863,27.654320987654323,0.328740157480315,0.8110236220472441,2.0,0.0228740498613865,0.0135477682964375,0.0216807943281592,0.1323514316124502,-0.1264252699009864,-0.0440612835575659,0.1501391815982785,51395.70585338524,1.0,4.0,8.0,0.012629850652016,0.1988188976377952,4,2.33
77,Foard,5.833333333333333,0.7394448715360095,-54.16666666666667,0.0748031496062992,0.0157480314960629,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.004736193994506,0.0826771653543307,5,3.33
78,Fort Bend,7331.625,929.3712867900337,43.86927778470751,0.9803149606299212,0.8700787401574803,1.0,0.0228624645965208,0.0477272410908517,0.0330113443137665,0.0578271901845219,0.156218574719214,0.1064068281084165,0.4957283457624311,350742.56275661447,2.0,134.0,400.0,0.631492532600802,0.8582677165354331,1,1.33
79,Franklin,47.875,6.068729695677678,-11.947626841243864,0.3622047244094488,0.3661417322834646,3.0,0.0791194768144477,0.0489317663121762,0.0705536440170813,0.1279506963712865,0.2754130134470232,0.0738413141481495,0.8593358136553184,372493.53025561984,5.0,12.0,35.0,0.0552555966025701,0.4271653543307087,3,3.67
80,Freestone,63.125,8.001849859836103,-35.32608695652174,0.421259842519685,0.1181102362204724,3.5,0.0275677407780366,0.0388796489173685,0.080515849796567,0.130765395675403,0.2450924039142649,0.0679683738662949,0.7608362345738651,208994.18935198573,4.0,15.0,44.0,0.0694641785860882,0.4803149606299212,3,3.5
81,Frio,205.25,26.017895979902733,-39.22976501305483,0.7007874015748031,0.0826771653543307,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0584130592655741,0.4448818897637795,3,2.0
82,Gaines,23.166666666666668,2.936652489814438,27.8688524590164,0.2362204724409448,0.8149606299212598,2.5,0.0094957474039002,0.1002091260019,-0.0118931884516252,0.0504320562349636,0.0889494507209976,0.0348757966617091,0.3029004447141857,204940.4115677784,1.0,19.0,56.0,0.0884089545641122,0.547244094488189,2,1.83
83,Galveston,3504.875,444.2848875642465,7.026654524870168,0.952755905511811,0.65748031496063,1.5,0.0579875661814324,0.0501860038842376,0.0433953165702106,0.0980493194283846,0.1866182435764999,0.0988661966206615,0.660564780926269,309871.7077432287,4.0,319.0,956.0,1.5092671529159167,0.9566929133858268,1,2.17
84,Garza,16.083333333333332,2.038755145806426,36.80981595092025,0.1771653543307086,0.8582677165354331,2.5,0.0821926917664115,0.0098276124082856,0.0341772315274558,0.0891782613345888,0.0768903411229335,-0.1327942792651794,0.3110124559543109,61983.643163738736,1.0,12.0,23.0,0.0363108206245461,0.3444881889763779,3,2.17
85,Gillespie,96.70833333333331,12.258939620250557,-4.793944491169045,0.5275590551181102,0.4606299212598425,2.5,0.0830228943895627,0.0648328067773798,0.0076437841194084,0.1190205780115575,0.3048574622081946,0.027636553519028,0.7508299364327271,442702.1647726724,4.0,28.0,83.0,0.1310347005146664,0.639763779527559,2,2.83
86,Glasscock,2.125,0.2693692032024035,83.33333333333333,0.0196850393700787,0.9724409448818898,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.001578731331502,0.0413385826771653,5,2.67
87,Goliad,42.083333333333336,5.334566573224069,17.67241379310345,0.3503937007874015,0.7401574803149606,2.0,-0.0423095899087552,0.149034231174629,0.0680360460904549,0.0416684761202092,0.239485951990239,-0.1562965914836725,0.4605048033924028,188475.2916791757,2.0,5.0,9.0,0.014208581983518,0.2125984251968504,4,2.67
88,Gonzales,84.04166666666667,10.653287899200938,-40.55335968379447,0.4921259842519685,0.0629921259842519,4.0,0.017559162830688,0.0886725284194529,0.092185474525116,0.0881941308165407,0.1834291278614104,0.0184372244773644,0.763495585451956,151171.07857169965,4.0,24.0,71.0,0.1120899245366423,0.594488188976378,2,3.33
