County,Mean_Offense,Median_Offense,Variance_Offense,Offense_Std. Dev.,Rank,Name,Named For,Variance_percent,LIndex
Mitchell,4.0,3.5,2.903225806451613,1.7038855027411945,168,Mitchell,Asa (1795-1865) and Eli (1797-1870) Mitchell,0.0011269380703394017,5
Montague,5.222222222222222,5.0,7.092063492063493,2.6630928433052223,169,Montague,Daniel Montague (1798-1876),0.0027529089637843007,5
Montgomery,196.9957401490948,218.0,5751.079363836551,75.83587122092388,170,Montgomery,the county seat,2.2323824300019135,5
Moore,6.3125,7.0,6.544354838709678,2.5581936671623744,171,Moore,Edwin W. Moore (1810-65),0.0025403062335567347,5
Morris,4.521739130434782,5.0,2.7884057971014498,1.6698520285047564,172,Morris,William W. Morris (1805-83),0.0010823686677507774,5
Motley,3.4,4.0,1.8,1.3416407864998738,173,Motley,Junius W. Mottley (1812?-36),0.0006987016036104289,5
Nacogdoches,28.42105263157895,36.0,160.13030373290044,12.654260299713313,174,Nacogdoches,the county seat,0.062157388891557,5
Navarro,39.24221453287197,37.0,559.9966839677049,23.66424906832467,175,Navarro,Jose Antonio Navarro (1795-1871),0.21737254505819892,5
Newton,3.782608695652174,3.0,5.723320158102767,2.392346161846727,176,Newton,John Newton (1755-80),0.002221607206912387,5
Nolan,10.408450704225352,10.0,26.816498993963783,5.178464926400852,177,Nolan,Philip Nolan (1771-1801),0.010409294916833307,5
Nueces,53.0545073375262,63.0,281.4129890950092,16.77536852337406,178,Nueces,the Nueces River,0.10923539264304839,5
Ochiltree,5.9743589743589745,6.0,4.657219973009448,2.1580593071112406,179,Ochiltree,William B. Ochiltree (1811-67),0.0018077817019490111,5
Oldham,5.4,7.0,6.71111111111111,2.590581230363393,180,Oldham,William S. Oldham (1813-68),0.0026050356085228336,5
Orange,49.75085324232082,44.0,824.6740146804436,28.71713799598497,181,Orange,an orange grove planted by settlers,0.32011169806282025,5
Palo Pinto,24.28813559322034,22.0,109.80855161787359,10.47895756351144,182,Palo Pinto,the Palo Pinto Creek,0.04262411728085935,5
Panola,5.7555555555555555,5.0,7.097979797979798,2.664203407771223,183,Panola,"Choctaw for ""cotton""",0.0027552054818016187,5
Parker,71.05204460966543,81.0,1264.8501727205385,35.56473214745949,184,Parker,Isaac Parker (1793-1883),0.49097380222598236,5
Parmer,4.142857142857143,4.0,1.9285714285714288,1.3887301496588274,185,Parmer,Martin Parmer (1778-1850),0.000748608861011174,5
Pecos,4.333333333333333,5.0,3.623188405797102,1.9034674690672027,186,Pecos,the Pecos River,0.0014064041940628604,5
Polk,23.158730158730158,22.0,104.7512664640324,10.23480661585906,187,Polk,James K. Polk (1795-1849),0.04066104325480155,5
Potter,67.96153846153847,65.0,590.3291764415353,24.296690647936714,188,Potter,Robert Potter (1800-42),0.22914663457651363,5
Presidio,1.0,1.0,0.0,0.0,189,Presidio,Presidio del Norte,0.0,5
Rains,5.909090909090909,6.0,5.8977272727272725,2.4285236817307903,190,Rains,Emory Rains (1800-78),0.0022893063906175037,5
Randall,31.993006993006993,27.0,151.88065268065262,12.323986882525176,191,Randall,Horace Randal (1833-64),0.058955141991872545,5
Reagan,2.0,2.0,1.2000000000000002,1.0954451150103324,192,Reagan,John H. Reagan (1818-1905),0.0004658010690736194,5
Real,2.0,2.0,0.0,0.0,193,Real,Julius Real (1860-1944),0.0,5
Red River,5.842105263157895,5.0,8.785206258890467,2.963984861447586,194,Red River,the Red River,0.0034101320561861926,5
Reeves,6.17948717948718,5.0,10.940620782726045,3.3076609231791045,195,Reeves,George R. Reeves (1826-82),0.004246794047435708,5
Refugio,1.75,2.0,0.19999999999999993,0.44721359549995787,196,Refugio,the county seat,7.763351151226986e-05,5
Roberts,0.0,0.0,0.0,0.0,197,Roberts,brothers Oran M. Roberts (1815-98) and John S. Roberts (1796-1871),0.0,5
Robertson,6.245901639344262,6.0,5.355191256830603,2.3141286171755024,198,Robertson,Sterling C. Robertson (1820-79),0.0020787115104378283,5
Rockwall,56.0,53.0,715.3129102844644,26.745334364790885,199,Rockwall,the county seat,0.2776612652772212,5
Runnels,8.0,7.0,23.999999999999993,4.898979485566356,200,Runnels,Hardin R. Runnels (1820-73),0.009316021381472382,5
Rusk,16.952,20.0,37.739612903225805,6.143257515620341,201,Rusk,Thomas Jefferson Rusk (1803-57),0.014649293363955948,5
Sabine,4.217391304347826,5.0,5.086956521739131,2.255428234668337,202,Sabine,the Sabine River,0.001974591488464256,5
San Augustine,2.5384615384615383,3.0,1.6025641025641022,1.2659242088545832,203,San Augustine,the county seat,0.0006220633935278034,5
San Jacinto,13.968421052631578,13.0,40.37133258678613,6.353843922129826,204,San Jacinto,the battle of San Jacinto,0.01567084156570969,5
San Patricio,19.711409395973153,19.0,86.0715581353165,9.27747584935237,205,San Patricio,the county seat,0.0334101864968855,5
San Saba,3.235294117647059,4.0,2.3161764705882355,1.5218989685876771,206,San Saba,the San Saba River,0.000899064563469302,5
Schleicher,1.0,1.0,0.0,0.0,207,Schleicher,Gustav Schleicher (1823-79),0.0,5
Scurry,3.0,3.0,2.0,1.4142135623730951,208,Scurry,William R. Scurry (1821-64),0.0007763351151226989,5
Shackelford,1.0,1.0,0.0,0.0,209,Shackelford,Jack Shackelford (1790-1857),0.0,5
Shelby,6.593220338983051,6.0,8.107539450613675,2.8473741325322313,210,Shelby,Isaac Shelby (1750-1826),0.003147083786376995,5
Sherman,1.0,1.0,0.0,0.0,211,Sherman,Sidney Sherman (1805-73),0.0,5
